time,col1_left,col2_left,col3_left,col4_left,col1_right,col2_right,col3_right,col4_right,x,y,z,w,left_force,right_force,x_filtered,y_filtered,z_filtered,w_filtered,axis_x,axis_y,axis_z,x_after_rotate,y_after_rotate,z_after_rotate,z_abs_velocity,z_velocity,z_acceleration,phase angle,identified,zp_std,zv_std,za_std,zp_std_quadratic,zp_std_cubic,zp_std_quartic,cycle
0.5998999999761582,7.142149925231934,8.25979995727539,5.080649852752686,4.372900009155273,10.088199615478516,6.812300205230713,3.735650062561035,5.993400096893311,-0.315374675038699,-0.72382974091038,0.559886180400617,0.251194982605335,24.855499744415283,26.629549980163574,-0.31853761987345564,-0.7242162763383281,0.5603703525224857,0.247580588064712,-0.32877321653562513,-0.7474875800660393,0.5783767811262296,-0.6757417840384137,0.7388539006999497,0.0016057064834347212,0.4294579675268362,0.4294579675268362,9.393410642932754,-12.789782238826206,-100.0,-0.9622113232144108,0.13246870604537989,0.39234452823535176,0.9258506305220274,-0.8908639602934966,0.8571993900380357,1
0.6078999999761582,7.158249855041504,8.293600082397461,5.120550155639648,4.384500026702881,10.140000343322754,6.84660005569458,3.722349882125854,6.007400035858154,-0.314247635536884,-0.724139836459083,0.559859461389155,0.251746017824974,24.956900119781494,26.716350317001343,-0.31822667787243786,-0.7243387471422889,0.5601811528690342,0.24869729274528599,-0.328549282464258,-0.7478347737082371,0.5783522520977888,-0.6753509827127782,0.7396388986456728,0.003752996321068902,0.47642502074149995,0.47642502074149995,9.878371100908723,-3.8038880723565853,0.0,-0.9566793113653447,0.1575625693052821,0.40000676295808774,0.9152353047944701,-0.875586681128025,0.8376556631422266,1
0.6158999999761582,7.111350059509277,8.292200088500977,5.133749961853027,4.351200103759766,10.130399703979492,6.814199924468994,3.769750118255615,6.035099983215332,-0.313024837578674,-0.724501281477794,0.559855771217781,0.252263167341847,24.888500213623047,26.749449729919434,-0.3178776666354272,-0.7244437442639857,0.5599748813522487,0.24994496923298617,-0.32829782524002826,-0.7481913034909115,0.5783310846679577,-0.6748719077582259,0.7404947830522017,0.006135121424776402,0.5258168762460436,0.5258168762460436,10.354024457832622,-2.0702037751362923,100.0,-0.9505422989934205,0.18281135164585088,0.4072122606206171,0.9035306621756971,-0.8588441128355347,0.8163676574916537,1
0.6238999999761582,7.109549999237061,8.26140022277832,5.048550128936768,4.309400081634521,10.18939971923828,6.836999893188477,3.735949993133545,6.064099788665771,-0.311772482066286,-0.724864917192485,0.55988429483047,0.252720039544921,24.72890043258667,26.826449394226074,-0.3174862849497676,-0.7245291090226788,0.5597507712424431,0.25132916468761773,-0.3280150178501421,-0.7485565200607746,0.5783136718796242,-0.6742994655739258,0.7414194978623769,0.00876420580600662,0.5775869985352067,0.5775869985352067,10.817519815906618,2.1743620762642877,0.0,-0.9437690512956692,0.20817241074356357,0.41390527705764846,0.8907000221835275,-0.8406151149251794,0.7933465295177364,1
0.6318999999761581,7.12624979019165,8.233499526977539,4.943649768829346,4.295100212097168,10.268600463867188,6.817699909210205,3.681449890136719,6.027699947357178,-0.310494214616923,-0.725208769603099,0.559921108273706,0.253180657014153,24.598499298095703,26.79545021057129,-0.3170480525808391,-0.7245926277664982,0.5595080692618375,0.2528552004825452,-0.3276968456569014,-0.7489297492050797,0.5783004434948799,-0.6736285357262976,0.7424104131452096,0.011652140798682653,0.6316745976147398,0.6316745976147398,11.265940751759018,3.9250354882161673,0.0,-0.9363289329107107,0.23360222853010595,0.4200313285030869,0.8767118706057102,-0.8208906902743978,0.7686237040609636,1
0.6398999999761581,7.046649932861328,8.226900100708008,4.894350051879883,4.268099784851074,10.295000076293944,6.855899810791016,3.668050050735474,6.015299797058105,-0.309151119329291,-0.72551328329864,0.559981627697251,0.25382130893008,24.435999870300293,26.83424973487854,-0.31655832671949397,-0.72463203744755,0.5592460385676417,0.2545281433270971,-0.327339120484741,-0.7493102970036007,0.5782918689784512,-0.6728539713880025,0.7434643222427803,0.014810513786756352,0.6880043013735349,0.6880043013735349,11.696322977001739,7.198188722316104,0.0,-0.9281920915362624,0.25905653548724533,0.4255375017529888,0.8615405587904612,-0.7996751332070384,0.7422521344409803,1
0.6478999999761581,7.034049987792969,8.17490005493164,4.834949970245361,4.184700012207031,10.316200256347656,6.844200134277344,3.642549991607666,5.95550012588501,-0.307842565787987,-0.725766239417479,0.56001894341326,0.254556839619074,24.228600025177002,26.758450508117676,-0.3160123205302654,-0.7246450314991646,0.5589639617173278,0.25635277716260635,-0.3269374965244832,-0.7496974550539787,0.5782884603506085,-0.6719705990892515,0.7445774437696561,0.018250535293624026,0.7464859162585435,0.7464859162585435,12.105673314179999,8.97214701198834,0.0,-0.9193296457669472,0.2844904379775057,0.43037275668342434,0.8451669975859806,-0.7769870765046338,0.714307253808501,1
0.6558999999761581,7.061349868774414,8.16349983215332,4.75285005569458,4.113200187683105,10.297900199890137,6.803899765014648,3.593250036239624,5.940899848937988,-0.306681691547595,-0.726007638593465,0.560016821564172,0.255288322200779,24.09089994430542,26.635949850082397,-0.31540512376183916,-0.724629266001182,0.5586611436032239,0.2583335760223883,-0.32648748799200844,-0.750090505697875,0.5782907748559135,-0.6709732179217377,0.7457454286726627,0.021982964874916744,0.8070142828294435,0.8070142828294435,12.490989864846203,11.833004875795268,0.0,-0.9097138760149394,0.30985854806847624,0.4344882190106026,0.8275793362141245,-0.7528604056572218,0.6848875577286109,1
0.6638999999761581,7.029950141906738,8.119000434875488,4.620150089263916,4.058199882507324,10.2923002243042,6.850200176239014,3.56154990196228,5.850500106811523,-0.305397647292039,-0.726276927176571,0.55995163710546,0.256232501915056,23.827300548553467,26.554550409317017,-0.314731725360931,-0.7245823661198697,0.5583369143447402,0.26047467804057406,-0.3259844884616915,-0.7504887271757339,0.5782994173949995,-0.6698565983628654,0.7469633725142524,0.02601803628906396,0.8694692321536746,0.8694692321536746,12.849283225946362,13.63259272658945,0.0,-0.8993184172912655,0.3351151152922454,0.4378374612414851,0.8087736156792668,-0.7273450079996124,0.6541147614189142,1
0.6718999999761581,7.011750221252441,8.052300453186035,4.496749877929688,3.9375,10.299599647521973,6.827499866485596,3.503750085830688,5.798299789428711,-0.304058351473572,-0.726498951804514,0.559866552020744,0.25733413827413,23.498300552368164,26.429149389266968,-0.31398703800980965,-0.7245019328100546,0.5579906321279477,0.26277986078734955,-0.32542379177857794,-0.7508913986398078,0.5783150426685106,-0.6686154809144592,0.748225833093277,0.030365382449832334,0.9337156482834064,0.9337156482834064,13.177598591274098,16.270017473414782,0.0,-0.8881184525487973,0.36021415976761884,0.44037676984091606,0.7887543857576703,-0.7005073245201793,0.6221334810519598,1
