KINVENT Physio 2.19.1,Devices: ,P126936 (FW 3.016) (250 Hz),P126695 (FW 3.016) (250 Hz)
Eyes Condition: ,Open
Side: ,Left
Repetition:,1
Longitudinal Mean Cop Position (mm),-26.699
Lateral Mean Cop Position (mm),-7.918
Longitudinal Standard Deviation (mm),6.684
Lateral Standard Deviation (mm),4.132
Ellipse Surface (mm²),519.847
Total Displacement (mm),1316.408
Total Displacement AP (mm),966.885
Total Displacement ML (mm),684.607
Mean Velocity (mm/s),43.711
Mean Velocity AP (mm/s),32.105
Mean Velocity ML (mm/s),22.732
Longitudinal Amplitude (mm/s),38.317
Lateral Amplitude (mm/s),19.677
Amplitude Ratio,0.514
Phase Plane AP (mm),39.603
Phase Plane ML (mm),24.421
Max Distance AP (mm),44.091
Max Distance ML (mm),16.599
,Heel,Tip
Weight Distribution (%),59.1,40.9

,K-Plate Left,,,,,K-Plate Left,
Time (sec),CHANNEL_1,CHANNEL_2,CHANNEL_3,CHANNEL_4,,AP COP (y),ML COP (x)
0.34810000002384184,16.995209401990202,12.287282435113752,7.070214372688580,9.442483665262685,,0.6181,0.4441,
0.35210000002384184,17.004858494591481,12.294506256156259,7.075192773252438,9.446009028095098,,0.6181,0.4442,
0.35610000002384185,17.011557013508444,12.296804581120139,7.077286998744319,9.451059338958082,,0.6181,0.4441,
0.36010000002384185,17.015716854564793,12.295678725071085,7.077581022418816,9.457390442107425,,0.6180,0.4441,
0.36410000002384185,17.019026760101561,12.293234745694663,7.078559812444248,9.463600353821597,,0.6179,0.4440,
0.36810000002384186,17.021848661219551,12.290841870457394,7.081322921360263,9.469721257995594,,0.6178,0.4439,
0.37210000002384186,17.025850129092486,12.290597116090968,7.085515434713247,9.476065325867619,,0.6177,0.4439,
0.37610000002384186,17.032711878544870,12.292208806394118,7.090836997444182,9.482948765964867,,0.6176,0.4439,
0.38010000002384187,17.041072886205839,12.294755970955645,7.096353507382718,9.490677377990615,,0.6175,0.4438,
0.38410000002384187,17.048865722731215,12.298850663059937,7.100764035845804,9.498592555201899,,0.6175,0.4438,
0.3881000000238419,17.056800689465870,12.304762878865706,7.103330402115644,9.505146561710601,,0.6175,0.4438,
0.3921000000238419,17.065759386120014,12.312388323080299,7.105246118062118,9.509558179251025,,0.6175,0.4438,
0.3961000000238419,17.074910209767502,12.321438462319410,7.108094874654585,9.512879795727109,,0.6175,0.4438,
0.4,17.083323827047252,12.330001538880099,7.110918306361412,9.516531030990123,,0.6176,0.4438,
0.404,17.090278008803796,12.336380355231958,7.112227320931621,9.519969046909720,,0.6176,0.4438,
0.408,17.097269046849526,12.340233778132568,7.112021330786102,9.521158465500861,,0.6177,0.4438,
0.412,17.106189744480787,12.340370268572830,7.111531662485705,9.518966174059816,,0.6178,0.4438,
0.416,17.115105747538923,12.337416099219222,7.111668992168095,9.514505749899794,,0.6179,0.4437,
0.42,17.121414125021534,12.334014821078908,7.111681761396311,9.509863311909436,,0.6179,0.4437,
0.424,17.125764429998867,12.330710750294532,7.111727065501399,9.505638410981865,,0.6180,0.4436,
0.428,17.129417965291807,12.326980071266654,7.112986287835776,9.501634716718439,,0.6180,0.4436,
0.432,17.131504917245902,12.323912270411350,7.114511070726533,9.499522803284389,,0.6180,0.4436,
0.436,17.131875260727881,12.322934726947901,7.114863247334592,9.500788489453651,,0.6180,0.4436,
0.44010000002384186,17.132203512833428,12.323675846710634,7.114318035686217,9.503585381187698,,0.6180,0.4436,
0.44410000002384187,17.132366238310986,12.325190985963538,7.113920570186115,9.506285771774364,,0.6180,0.4436,
0.44810000002384187,17.131543983341174,12.326648637186231,7.114727047914603,9.509862085416131,,0.6179,0.4436,
0.4521000000238419,17.131495027787441,12.327694619044426,7.117425273968439,9.514405518965813,,0.6178,0.4436,
0.4561000000238419,17.134017552870077,12.329816598357541,7.121692138170956,9.519131400550513,,0.6178,0.4436,
0.4601000000238419,17.138666024787717,12.333890807467512,7.126259329319643,9.524465492133974,,0.6177,0.4436,
0.4641000000238419,17.144011183900318,12.338190552437499,7.130253079146138,9.530033043572999,,0.6177,0.4436,
0.46810000002384183,17.148815232208726,12.341038224931662,7.134702191292434,9.534745539791068,,0.6176,0.4436,
0.47210000002384184,17.151561041138635,12.341349480338494,7.139133474454923,9.539376711016338,,0.6175,0.4436,
0.47610000002384184,17.150843978382422,12.338684920267784,7.141470531889971,9.544537183032318,,0.6174,0.4436,
0.48010000002384184,17.147301859183596,12.334516593412161,7.142748685472139,9.548365556451586,,0.6173,0.4435,
0.48410000002384185,17.141863469439954,12.330490800768175,7.143100022227308,9.549075378579550,,0.6172,0.4435,
0.48810000002384185,17.133996907667758,12.326196840134156,7.140280128170316,9.546675720115115,,0.6172,0.4435,
0.49210000002384185,17.124355086705549,12.320082206877306,7.135189784690661,9.542350724923956,,0.6172,0.4435,
0.49610000002384186,17.114781062428399,12.312233490910947,7.130340347731579,9.538138076632588,,0.6172,0.4435,
0.5001000000238418,17.105973316343665,12.303929972404827,7.125613511774962,9.534436024689253,,0.6172,0.4435,
0.5041000000238418,17.096723491411630,12.295843240882416,7.120364744235467,9.530203971938468,,0.6172,0.4434,
0.5081000000238418,17.085457606056551,12.288446853084277,7.114775354713908,9.526051222872923,,0.6172,0.4434,
0.5121000000238418,17.072447241614995,12.281902485500828,7.108995139501871,9.522253690522689,,0.6171,0.4434,
0.5161000000238418,17.058991000739255,12.275675026488358,7.104099201022932,9.518442248554038,,0.6171,0.4434,
0.52,17.046582569215978,12.269268539732556,7.100502469722408,9.515518161500458,,0.6171,0.4434,
0.524,17.036545118565350,12.262176710672200,7.097767033227885,9.513320324965758,,0.6170,0.4434,
0.528,17.028324049538355,12.254014375989833,7.095245698568535,9.510743823334263,,0.6170,0.4434,
0.532,17.020490157517301,12.245297084743228,7.090665245011355,9.508021476011599,,0.6169,0.4433,
0.536,17.013881436144082,12.236645510149005,7.083268141470669,9.505565155685826,,0.6170,0.4433,
0.54,17.010689332167139,12.229485685297739,7.074596698217966,9.501634507999972,,0.6170,0.4432,
0.544,17.011699365680823,12.225412553435898,7.065955647124884,9.494832744350184,,0.6172,0.4431,
0.548,17.016507260653349,12.224016079392758,7.059180647950941,9.488043118182574,,0.6174,0.4430,
0.552,17.024470645302745,12.225123321224061,7.055769558729292,9.484118485122462,,0.6175,0.4430,
0.556,17.036035974282616,12.229080529308526,7.055224626934268,9.482335547953028,,0.6177,0.4429,
0.56,17.052610730300142,12.235153370560930,7.055520046265585,9.482128825381860,,0.6178,0.4429,
0.564,17.072474957237283,12.243353286472026,7.056877858840191,9.484056616299204,,0.6180,0.4428,
0.568,17.091485154747140,12.254839714316228,7.062696500623779,9.487167221643402,,0.6181,0.4428,
0.572,17.107820019610081,12.269972474801214,7.073389033986254,9.489721444261885,,0.6181,0.4430,
0.576,17.123298771717121,12.287076307278756,7.085107148870506,9.492555567537064,,0.6182,0.4431,
0.58,17.141456566836275,12.303447699700328,7.093762175366200,9.498547384939533,,0.6182,0.4432,
0.584,17.163624219944836,12.318111213362728,7.098300808059338,9.509627970478007,,0.6183,0.4431,
0.588,17.188306130930364,12.331447926377704,7.101018400651554,9.524525685292300,,0.6183,0.4430,
0.592,17.213252114525233,12.343806373703000,7.103957350286527,9.539088466706508,,0.6184,0.4429,
0.596,17.236890212543575,12.356338824696923,7.107333355163768,9.550150508967828,,0.6184,0.4428,
0.6001000000238419,17.258708025090407,12.370175462153899,7.110796105488357,9.557742877211798,,0.6185,0.4428,
0.6041000000238419,17.279952380433421,12.384159986386271,7.115015730605627,9.565050482706642,,0.6186,0.4427,
0.6081000000238419,17.302378464162565,12.395919160960396,7.120947591377736,9.575367677523928,,0.6187,0.4427,
0.6121000000238419,17.324977739923987,12.405243707433826,7.128839437770347,9.587874128387964,,0.6186,0.4426,
0.6161000000238419,17.346212465639027,12.413145094622051,7.137812492015993,9.600274424960880,,0.6186,0.4425,
0.6201000000238419,17.366287328132358,12.420516152368723,7.145479995415783,9.612623166787317,,0.6185,0.4425,
0.6241000000238418,17.385117608610745,12.428631900713949,7.150843791878814,9.624991231127588,,0.6185,0.4424,
0.6281000000238418,17.402006167886956,12.437091053531141,7.154934285494254,9.636548710243586,,0.6185,0.4423,
0.6321000000238418,17.416943157469674,12.444799405814777,7.158586678798510,9.646216237380813,,0.6185,0.4423,
0.6361000000238418,17.430800667079041,12.451401382762217,7.162432010342592,9.652589129843292,,0.6185,0.4422,
0.6401000000238418,17.444538751254086,12.455986525639405,7.167734335511779,9.656443583841572,,0.6185,0.4422,
0.6441000000238418,17.457651994549494,12.458438637628619,7.175066916518317,9.660222855319111,,0.6185,0.4422,
0.6481000000238418,17.468051236591677,12.459914687617278,7.183542391843939,9.665660654138538,,0.6184,0.4422,
0.6521000000238418,17.474311938511498,12.460504703867100,7.191496858164822,9.673692044812189,,0.6182,0.4421,
0.6561000000238418,17.476163283381336,12.459134706734401,7.197889138912798,9.682733264032430,,0.6181,0.4421,
0.6601000000238418,17.474137484526224,12.455814276487001,7.202960250656943,9.689703928024208,,0.6179,0.4421,
0.6641000000238418,17.469450894888567,12.452318478936885,7.206873767379030,9.694241835309054,,0.6177,0.4421,
0.6681000000238418,17.462796386053913,12.449511427019420,7.210552395633626,9.697813003389681,,0.6176,0.4421,
0.6721000000238418,17.454061214203783,12.446687125381761,7.214020716919826,9.700008845314178,,0.6175,0.4422,
0.6761000000238419,17.443881332966086,12.443626926602242,7.216138625034232,9.700049379358905,,0.6173,0.4422,
0.68,17.433976377980759,12.439220871512745,7.217888306295469,9.699456936477905,,0.6172,0.4423,
0.684,17.424333003986220,12.433345738435460,7.219996214120057,9.700042733468413,,0.6171,0.4423,
0.688,17.413395661909600,12.427722400420281,7.220745822864639,9.702141423674091,,0.6170,0.4423,
0.692,17.400651793864490,12.422624202422448,7.219319475545970,9.703618071361035,,0.6168,0.4423,
0.696,17.386543085767791,12.416984912080530,7.216927887128401,9.702559774253425,,0.6168,0.4424,
0.7,17.372277925144960,12.410381810186472,7.214250185844440,9.700135653861469,,0.6167,0.4424,
0.704,17.359003677652701,12.403929460621335,7.211940816785612,9.697201289852059,,0.6166,0.4424,
0.708,17.347534899989263,12.398490720128171,7.211082207527679,9.692943759787369,,0.6166,0.4425,
0.712,17.339132280384725,12.393455199426953,7.211736828383343,9.687926854940660,,0.6165,0.4425,
0.716,17.334467819494400,12.388124533976548,7.213304387254595,9.685205138632179,,0.6165,0.4425,
0.72,17.333655255413962,12.383759841950788,7.215457340928563,9.685472387199546,,0.6164,0.4425,
0.724,17.337174168256631,12.382101139436839,7.218653744866807,9.687482002330785,,0.6164,0.4425,
0.728,17.344819348021730,12.383795803131051,7.223568650569456,9.692668779149978,,0.6163,0.4425,
0.732,17.354727984904070,12.388891865370233,7.229598822152002,9.701963014310323,,0.6162,0.4424,
0.736,17.367058733754511,12.395760940985614,7.235190244462682,9.714434252265299,,0.6161,0.4424,
0.74,17.384291069653607,12.401748931495073,7.240136169582969,9.729468104053508,,0.6161,0.4423,
0.744,17.405496985993558,12.405807568446647,7.245192091067528,9.746142676016879,,0.6160,0.4421,
0.748,17.428861407213795,12.409086406337721,7.250950544961010,9.764050730430153,,0.6159,0.4419,
0.752,17.454373562129298,12.413102452952845,7.258759175744594,9.783969551536668,,0.6158,0.4417,
0.756,17.480959725629042,12.417573051151575,7.269874130204927,9.805332224814901,,0.6156,0.4416,
0.7601000000238418,17.507349099677253,12.421145190870373,7.284099114470907,9.827365180898951,,0.6154,0.4414,
0.7641000000238418,17.533662250506083,12.424639644869192,7.300277247359162,9.850634133872475,,0.6151,0.4413,
0.7681000000238418,17.560735310616352,12.429943582083986,7.317170846392987,9.875526183584373,,0.6148,0.4411,
0.7721000000238418,17.588514859097263,12.436475367852569,7.332794337624975,9.902390636780826,,0.6146,0.4410,
0.7761000000238418,17.618586698237802,12.444307546702962,7.345196021683949,9.930610787551643,,0.6144,0.4408,
0.7801000000238418,17.654904516099016,12.455882298769392,7.355372149562484,9.957816730599891,,0.6143,0.4406,
0.7841000000238418,17.697681748455203,12.472064010601487,7.366884230981698,9.981917779236763,,0.6142,0.4404,
0.7881000000238418,17.745436093581866,12.492491586471949,7.381716272371464,10.003487977793689,,0.6143,0.4403,
0.7921000000238418,17.799082762244375,12.517349026836460,7.398362939352157,10.024228221262636,,0.6144,0.4402,
0.7961000000238418,17.857703346223872,12.545756307969068,7.413896853516217,10.045911507697147,,0.6145,0.4400,
0.8,17.918616090156377,12.575422909911703,7.427340654426337,10.071231307234500,,0.6147,0.4399,
0.804,17.981150077307792,12.606063401108244,7.441070061994274,10.099480884254806,,0.6148,0.4397,
0.808,18.045513124451663,12.639031478210683,7.456904419059457,10.125785620291799,,0.6149,0.4396,
0.812,18.111111829834510,12.673572373194357,7.473273316884410,10.146701029057372,,0.6152,0.4395,
0.816,18.179111621284004,12.708983006305541,7.488650728329405,10.163845601981755,,0.6155,0.4394,
0.82,18.250950116903994,12.745102912997424,7.503647430646361,10.181419294152583,,0.6158,0.4393,
0.824,18.324410094046584,12.780694617238350,7.519215465853969,10.200789616446711,,0.6161,0.4391,
0.828,18.398061946754851,12.816661254239030,7.535321695527012,10.221821459308234,,0.6164,0.4390,
0.832,18.473507896513308,12.856165478801287,7.550907767062615,10.245886844575669,,0.6166,0.4389,
0.836,18.551147660327828,12.900667218830895,7.566045877320343,10.273487619549075,,0.6169,0.4387,
0.84,18.630617505412467,12.949422523197306,7.582390805967609,10.302948065862036,,0.6172,0.4386,
0.844,18.714187298630467,13.002636656896222,7.601334854811992,10.333709258448492,,0.6175,0.4386,
0.848,18.804272835284110,13.060737764025509,7.623945976012122,10.366592063997917,,0.6178,0.4385,
0.852,18.899235687592768,13.120922383985533,7.650273562510094,10.401100800243956,,0.6181,0.4385,
0.856,18.996803427573045,13.180313607712723,7.678283881183692,10.436965388669435,,0.6184,0.4384,
0.86,19.096096380926731,13.237936868591602,7.705044479559783,10.473803202630688,,0.6187,0.4383,
0.864,19.195041598415688,13.292012034945481,7.729625838751092,10.509988429024691,,0.6189,0.4382,
0.868,19.292043417991657,13.342384571537419,7.753027284796232,10.545254282447921,,0.6192,0.4380,
0.872,19.385877684922349,13.391481508529402,7.774786900697371,10.579506246525280,,0.6194,0.4378,
0.876,19.473012984730541,13.438935783996135,7.793101762927619,10.611096939642220,,0.6197,0.4377,
0.8801000000238418,19.551511961426620,13.482375814897066,7.808219036024652,10.640314699184833,,0.6200,0.4375,
0.8841000000238418,19.621082155932100,13.520620714447340,7.822600956874638,10.669128747953398,,0.6201,0.4374,
0.8881000000238418,19.678026858651791,13.550960042603407,7.838018316527940,10.697574083242152,,0.6202,0.4373,
0.8921000000238418,19.719070444538474,13.571484055239377,7.854657355009181,10.724946946064733,,0.6201,0.4372,
0.8961000000238418,19.744049910570268,13.583168993564380,7.871915464393448,10.750659124059940,,0.6198,0.4371,
0.9001000000238418,19.752683696559128,13.586594219851563,7.889818034371983,10.773382951977467,,0.6195,0.4371,
0.9041000000238418,19.745199013786660,13.582418525969565,7.909792267857355,10.790997734680131,,0.6190,0.4372,
0.9081000000238418,19.722642562732823,13.571363078017582,7.931840023604836,10.802824778566904,,0.6185,0.4374,
0.9121000000238418,19.685773634779252,13.554109164361540,7.953728166149564,10.810689019375125,,0.6179,0.4376,
0.9161000000238418,19.637071681701300,13.532802524457885,7.973787268771522,10.815587096676662,,0.6172,0.4378,
0.9201000000238418,19.578443991956085,13.508622144236639,7.990662844281889,10.816990721050404,,0.6165,0.4381,
0.9241000000238418,19.510216141228028,13.481742333389366,8.004168783158754,10.814513783666316,,0.6158,0.4384,
0.9281000000238419,19.434874850735618,13.454125878064165,8.016382479315336,10.808724685407288,,0.6151,0.4387,
0.9321000000238419,19.355295372090254,13.427486169623833,8.028719477653306,10.800809906003657,,0.6145,0.4391,
0.9361000000238419,19.270052552419575,13.400234760830699,8.041045264824657,10.790832819953781,,0.6138,0.4395,
0.9401000000238419,19.176247362431127,13.369345905120587,8.053394649781779,10.777549800458946,,0.6130,0.4400,
0.9441000000238419,19.077153863638621,13.334513441730330,8.065515850040569,10.761002126704424,,0.6123,0.4405,
0.9481000000238419,18.977888627929040,13.298085123982295,8.076787609686182,10.742448466745437,,0.6115,0.4410,
0.9521000000238419,18.881275566300928,13.262073650125366,8.088002357500379,10.722683208506515,,0.6108,0.4415,
0.9561000000238419,18.791616856034835,13.228012268355485,8.099396526347761,10.702384746462398,,0.6101,0.4419,
0.96,18.711083172497531,13.199035820796963,8.110707167891363,10.683147871443204,,0.6095,0.4424,
0.964,18.638806909025561,13.177972281322745,8.122914023668082,10.667377425921810,,0.6090,0.4429,
0.968,18.576681115271459,13.164397617249421,8.136291963393120,10.657481598071254,,0.6085,0.4433,
0.972,18.527375648298740,13.155603235164572,8.149690778305406,10.653745360816277,,0.6080,0.4436,
0.976,18.488903108701074,13.147951190896006,8.161550068440604,10.653267431553985,,0.6076,0.4439,
