KINVENT Physio 2.19.1,Devices: ,P126936 (FW 3.016) (250 Hz),P126695 (FW 3.016) (250 Hz)
Body Weight (kg),24.09
Repetition,1
Number of Reps,Pace (reps/min)
1,12.000
Max Strength (kg),Max Left Strength,Max Right Strength
37.002,18.642,18.361
Intensity Distribution (%),Left,Right
Low,50.541,49.459
Medium,49.765,50.235
High,51.017,48.983
,K-Plate Left,,,,,K-Plate Right,,,
Time (sec),CHANNEL_1,CHANNEL_2,CHANNEL_3,CHANNEL_4,,CHANNEL_1,CHANNEL_2,CHANNEL_3,CHANNEL_4
0.16,3.855350017547607,3.473099946975708,2.477149963378906,2.491300106048584,,3.444299936294556,3.473099946975708,2.157249927520752,2.526999950408936,
0.164,3.864749908447266,3.479799985885620,2.495749950408936,2.490000009536743,,3.453999996185303,3.471400022506714,2.168750047683716,2.537400007247925,
0.168,3.885550022125244,3.483900070190430,2.467750072479248,2.478399991989136,,3.482599973678589,3.455800056457520,2.170350074768066,2.516099929809570,
0.172,3.874949932098389,3.473099946975708,2.475950002670288,2.473099946975708,,3.480700016021729,3.444799900054932,2.158050060272217,2.536700010299683,
0.176,3.853349924087524,3.475699901580811,2.498850107192993,2.499099969863892,,3.479399919509888,3.437999963760376,2.189249992370605,2.535500049591064,
0.18,3.841350078582764,3.478100061416626,2.511349916458130,2.476000070571899,,3.455399990081787,3.416199922561646,2.170650005340576,2.513700008392334,
0.184,3.862550020217896,3.480900049209595,2.523050069808960,2.505000114440918,,3.449899911880493,3.434999942779541,2.194950103759766,2.548300027847290,
0.188,3.863149881362915,3.463999986648560,2.495749950408936,2.522000074386597,,3.448899984359741,3.437000036239624,2.205250024795532,2.559200048446655,
0.192,3.853349924087524,3.453999996185303,2.521049976348877,2.525599956512451,,3.441999912261963,3.447400093078613,2.199450016021729,2.549200057983398,
0.196,3.860249996185303,3.501800060272217,2.533950090408325,2.518699884414673,,3.440399885177612,3.440000057220459,2.198450088500977,2.527199983596802,
0.20010000002384185,3.865149974822998,3.511399984359741,2.523750066757202,2.509000062942505,,3.471400022506714,3.460200071334839,2.219249963760376,2.538199901580811,
0.20410000002384185,3.867350101470947,3.480700016021729,2.499350070953369,2.516700029373169,,3.517600059509277,3.446300029754639,2.209450006484985,2.559299945831299,
0.20810000002384185,3.869349956512451,3.452399969100952,2.501549959182739,2.540999889373779,,3.444099903106689,3.451800107955933,2.204649925231934,2.555500030517578,
0.21210000002384186,3.866750001907349,3.469599962234497,2.522850036621094,2.531100034713745,,3.451800107955933,3.443700075149536,2.208849906921387,2.563899993896484,
0.21610000002384186,3.879549980163574,3.464400053024292,2.510250091552734,2.520499944686890,,3.465800046920776,3.436899900436401,2.195849895477295,2.531399965286255,
0.22010000002384186,3.853049993515015,3.480600118637085,2.489850044250488,2.530699968338013,,3.444900035858154,3.412499904632568,2.173549890518188,2.525599956512451,
0.22410000002384187,3.828049898147583,3.463900089263916,2.491450071334839,2.525599956512451,,3.442600011825562,3.412800073623657,2.186249971389771,2.549900054931641,
0.22810000002384187,3.830950021743774,3.468699932098389,2.514349937438965,2.544300079345703,,3.439399957656860,3.421799898147583,2.194950103759766,2.546000003814697,
0.23210000002384185,3.833050012588501,3.495500087738037,2.514050006866455,2.473900079727173,,3.436199903488159,3.438499927520752,2.199450016021729,2.566800117492676,
0.23610000002384185,3.856149911880493,3.464999914169312,2.499449968338013,2.447999954223633,,3.453799962997437,3.452899932861328,2.235049962997437,2.536099910736084,
0.24010000002384185,3.820050001144409,3.467900037765503,2.498150110244751,2.461600065231323,,3.451900005340576,3.453599929809570,2.232850074768066,2.520499944686890,
0.24410000002384186,3.871949911117554,3.435699939727783,2.478349924087524,2.490299940109253,,3.447799921035767,3.442500114440918,2.211250066757202,2.522099971771240,
0.24810000002384186,3.853349924087524,3.453299999237061,2.441349983215332,2.531500101089478,,3.433599948883057,3.447799921035767,2.216949939727783,2.539099931716919,
0.25210000002384186,3.858050107955933,3.451499938964844,2.488450050354004,2.526099920272827,,3.439399957656860,3.455100059509277,2.212749958038330,2.557899951934814,
0.25610000002384187,3.849950075149536,3.458400011062622,2.513050079345703,2.488600015640259,,3.446099996566772,3.456000089645386,2.190850019454956,2.547600030899048,
0.26010000002384187,3.826450109481812,3.432199954986572,2.506150007247925,2.535599946975708,,3.455300092697144,3.436100006103516,2.204050064086914,2.540299892425537,
0.2641000000238419,3.821449995040894,3.426399946212769,2.513350009918213,2.509999990463257,,3.462100028991699,3.445600032806396,2.183549880981445,2.540600061416626,
0.2681000000238419,3.843050003051758,3.463999986648560,2.509550094604492,2.477200031280518,,3.445800065994263,3.449899911880493,2.179349899291992,2.551399946212769,
0.2721000000238419,3.834749937057495,3.485100030899048,2.440049886703491,2.515799999237061,,3.429100036621094,3.450200080871582,2.193949937820435,2.558300018310547,
0.2761000000238419,3.835150003433228,3.466000080108643,2.468950033187866,2.516999959945679,,3.438100099563599,3.453700065612793,2.194849967956543,2.571199893951416,
0.28,3.857249975204468,3.427200078964233,2.472249984741211,2.497499942779541,,3.437099933624268,3.435100078582764,2.179349899291992,2.532599925994873,
0.284,3.854549884796143,3.475199937820435,2.474750041961670,2.480799913406372,,3.478100061416626,3.432399988174438,2.191450119018555,2.554699897766113,
0.288,3.868249893188477,3.495800018310547,2.484549999237061,2.499500036239624,,3.478800058364868,3.430000066757202,2.202250003814697,2.546999931335449,
0.292,3.853349924087524,3.481699943542480,2.479549884796143,2.522300004959106,,3.452100038528442,3.428900003433228,2.203749895095825,2.531300067901611,
0.296,3.838850021362305,3.489500045776367,2.470649957656860,2.498100042343140,,3.462599992752075,3.424999952316284,2.171449899673462,2.591799974441528,
0.3,3.842350006103516,3.489799976348877,2.506050109863281,2.509399890899658,,3.449300050735474,3.456599950790405,2.180150032043457,2.586499929428101,
0.304,3.829950094223022,3.476300001144409,2.500849962234497,2.488800048828125,,3.451800107955933,3.457900047302246,2.200550079345703,2.571599960327148,
0.308,3.861049890518188,3.481699943542480,2.488749980926514,2.476900100708008,,3.459899902343750,3.446500062942505,2.205650091171265,2.540899991989136,
0.312,3.849950075149536,3.490099906921387,2.498349905014038,2.519399881362915,,3.460700035095215,3.454699993133545,2.220149993896484,2.566400051116943,
0.316,3.842649936676025,3.469899892807007,2.463550090789795,2.526499986648560,,3.466000080108643,3.468199968338013,2.196749925613403,2.549499988555908,
0.32010000002384187,3.856349945068359,3.474499940872192,2.465850114822388,2.496599912643433,,3.458600044250488,3.468400001525879,2.205349922180176,2.539499998092651,
0.32410000002384187,3.856149911880493,3.454699993133545,2.484250068664551,2.471299886703491,,3.463000059127808,3.473099946975708,2.198450088500977,2.557499885559082,
0.3281000000238419,3.864449977874756,3.453000068664551,2.492949962615967,2.496900081634521,,3.471600055694580,3.476799964904785,2.225049972534180,2.535900115966797,
0.3321000000238419,3.840749979019165,3.462699890136719,2.465650081634521,2.512500047683716,,3.517199993133545,3.484800100326538,2.224950075149536,2.530800104141235,
0.3361000000238419,3.838949918746948,3.467200040817261,2.474050045013428,2.491300106048584,,3.470999956130981,3.505100011825562,2.215349912643433,2.528199911117554,
0.34010000002384183,3.815550088882446,3.468499898910522,2.444950103759766,2.502000093460083,,3.483500003814697,3.453200101852417,2.230649948120117,2.565700054168701,
0.34410000002384183,3.810450077056885,3.461199998855591,2.477449893951416,2.499099969863892,,3.496799945831299,3.459800004959106,2.233150005340576,2.586499929428101,
0.34810000002384184,3.844949960708618,3.444299936294556,2.517549991607666,2.509999990463257,,3.506000041961670,3.467700004577637,2.245749950408936,2.565900087356567,
0.35210000002384184,3.867850065231323,3.461100101470947,2.490350008010864,2.461800098419189,,3.494199991226196,3.460400104522705,2.223850011825562,2.574800014495850,
0.35610000002384185,3.832950115203857,3.434000015258789,2.468950033187866,2.466700077056885,,3.476700067520142,3.474900007247925,2.226749897003174,2.570100069046021,
0.36010000002384185,3.826849937438965,3.428200006484985,2.465349912643433,2.491499900817871,,3.489599943161011,3.481800079345703,2.235650062561035,2.589699983596802,
0.36410000002384185,3.846149921417236,3.456899881362915,2.495349884033203,2.555700063705444,,3.452199935913086,3.469700098037720,2.236649990081787,2.585099935531616,
0.36810000002384186,3.830950021743774,3.450299978256226,2.497349977493286,2.518300056457520,,3.464299917221069,3.472399950027466,2.222049951553345,2.582999944686890,
0.37210000002384186,3.823549985885620,3.461100101470947,2.460449934005737,2.489200115203857,,3.488500118255615,3.472300052642822,2.215349912643433,2.564500093460083,
0.37610000002384186,3.862750053405762,3.463200092315674,2.476449966430664,2.513900041580200,,3.485800027847290,3.493599891662598,2.237149953842163,2.581099987030029,
0.38010000002384187,3.855149984359741,3.490400075912476,2.477550029754639,2.495500087738037,,3.474299907684326,3.486399888992310,2.240950107574463,2.589400053024292,
0.38410000002384187,3.815749883651733,3.475399971008301,2.505249977111816,2.488399982452393,,3.487999916076660,3.495599985122681,2.240649938583374,2.568300008773804,
0.3881000000238419,3.812849998474121,3.466099977493286,2.513649940490723,2.493499994277954,,3.478499889373779,3.514899969100952,2.210750102996826,2.601099967956543,
0.3921000000238419,3.797650098800659,3.469399929046631,2.463949918746948,2.501300096511841,,3.464900016784668,3.505800008773804,2.245249986648560,2.583499908447266,
0.3961000000238419,3.819649934768677,3.458100080490112,2.501950025558472,2.469599962234497,,3.447200059890747,3.489799976348877,2.275650024414063,2.565700054168701,
0.4,3.837450027465820,3.466200113296509,2.512650012969971,2.484100103378296,,3.495500087738037,3.490600109100342,2.250349998474121,2.553400039672852,
0.404,3.837949991226196,3.429300069808960,2.515549898147583,2.481600046157837,,3.480900049209595,3.508399963378906,2.244050025939941,2.568000078201294,
0.408,3.828350067138672,3.408900022506714,2.494950056076050,2.474699974060059,,3.490299940109253,3.480700016021729,2.234050035476685,2.575000047683716,
0.412,3.801450014114380,3.422499895095825,2.472949981689453,2.480499982833862,,3.472399950027466,3.460799932479858,2.238149881362915,2.581700086593628,
0.416,3.831350088119507,3.450200080871582,2.498349905014038,2.482700109481812,,3.497900009155273,3.462300062179565,2.235650062561035,2.580100059509277,
0.42,3.831150054931641,3.429300069808960,2.467449903488159,2.485699892044067,,3.480499982833862,3.494299888610840,2.239350080490112,2.577699899673462,
0.424,3.817850112915039,3.453999996185303,2.462249994277954,2.502799987792969,,3.488699913024902,3.477200031280518,2.242150068283081,2.580600023269653,
0.428,3.814850091934204,3.446300029754639,2.484050035476685,2.499799966812134,,3.472800016403198,3.500699996948242,2.236649990081787,2.554199934005737,
0.432,3.827150106430054,3.482000112533569,2.446350097656250,2.493599891662598,,3.481300115585327,3.508800029754639,2.261850118637085,2.557899951934814,
0.436,3.825350046157837,3.477299928665161,2.458050012588501,2.494299888610840,,3.499700069427490,3.483400106430054,2.272949934005737,2.576100111007690,
0.44,3.851550102233887,3.476599931716919,2.468549966812134,2.516499996185303,,3.494600057601929,3.537300109863281,2.265749931335449,2.575299978256226,
0.444,3.855649948120117,3.491600036621094,2.467750072479248,2.503099918365479,,3.517299890518188,3.504699945449829,2.269949913024902,2.611599922180176,
0.448,3.848050117492676,3.453799962997437,2.480649948120117,2.506299972534180,,3.523400068283081,3.503400087356567,2.235249996185303,2.604199886322021,
0.452,3.854150056838989,3.434400081634521,2.484549999237061,2.496200084686279,,3.501300096511841,3.510600090026855,2.262350082397461,2.605900049209595,
0.456,3.844249963760376,3.412100076675415,2.473050117492676,2.454299926757813,,3.515300035476685,3.514199972152710,2.251849889755249,2.603100061416626,
0.46,3.827549934387207,3.434700012207031,2.509649991989136,2.486599922180176,,3.526400089263916,3.503799915313721,2.250349998474121,2.607300043106079,
0.464,3.815949916839600,3.457700014114380,2.529050111770630,2.507200002670288,,3.502799987792969,3.506000041961670,2.282049894332886,2.589400053024292,
0.468,3.810950040817261,3.447099924087524,2.481349945068359,2.513200044631958,,3.509399890899658,3.515000104904175,2.285350084304810,2.578599929809570,
0.472,3.832149982452393,3.440200090408325,2.483449935913086,2.460900068283081,,3.505399942398071,3.520600080490112,2.268949985504150,2.561599969863892,
0.476,3.832550048828125,3.450599908828735,2.433549880981445,2.495100021362305,,3.514300107955933,3.499300003051758,2.265749931335449,2.612400054931641,
0.48010000002384184,3.817049980163574,3.436700105667114,2.455950021743774,2.486200094223022,,3.512099981307983,3.517100095748901,2.256649971008301,2.578599929809570,
0.48410000002384185,3.815850019454956,3.439699888229370,2.482749938964844,2.495899915695190,,3.490700006484985,3.526700019836426,2.272850036621094,2.556699991226196,
0.48810000002384185,3.789649963378906,3.420200109481812,2.464649915695190,2.502399921417236,,3.490600109100342,3.514100074768066,2.269750118255615,2.597899913787842,
0.49210000002384185,3.774950027465820,3.433199882507324,2.462249994277954,2.490299940109253,,3.490700006484985,3.496900081634521,2.243050098419189,2.568000078201294,
0.49610000002384186,3.786649942398071,3.426599979400635,2.468450069427490,2.457099914550781,,3.507100105285645,3.511399984359741,2.260349988937378,2.569799900054932,
0.5001000000238418,3.791549921035767,3.453000068664551,2.475049972534180,2.479799985885620,,3.493299961090088,3.499700069427490,2.244450092315674,2.579200029373169,
0.5041000000238418,3.814049959182739,3.456300020217896,2.482150077819824,2.494699954986572,,3.476900100708008,3.505000114440918,2.227750062942505,2.588299989700317,
0.5081000000238418,3.818150043487549,3.422199964523315,2.485650062561035,2.486200094223022,,3.485100030899048,3.510200023651123,2.217750072479248,2.597800016403198,
0.5121000000238418,3.809550046920776,3.443200111389160,2.483449935913086,2.469899892807007,,3.503999948501587,3.503700017929077,2.251549959182739,2.611999988555908,
0.5161000000238418,3.819550037384033,3.428200006484985,2.486649990081787,2.462300062179565,,3.495300054550171,3.474999904632568,2.280550003051758,2.584300041198730,
0.5201000000238418,3.798549890518188,3.450799942016602,2.525749921798706,2.495500087738037,,3.532099962234497,3.461699962615967,2.247950077056885,2.569000005722046,
0.5241000000238418,3.783050060272217,3.452800035476685,2.493849992752075,2.469899892807007,,3.509999990463257,3.484299898147583,2.244950056076050,2.535900115966797,
0.5281000000238418,3.776849985122681,3.444299936294556,2.535249948501587,2.462699890136719,,3.464099884033203,3.501899957656860,2.258850097656250,2.564800024032593,
0.5321000000238418,3.790050029754639,3.470999956130981,2.519850015640259,2.478699922561646,,3.488300085067749,3.508100032806396,2.270050048828125,2.585700035095215,
0.5361000000238418,3.790149927139282,3.467499971389771,2.467550039291382,2.465500116348267,,3.498800039291382,3.501600027084351,2.282850027084351,2.594000101089478,
0.5401000000238418,3.795749902725220,3.426100015640259,2.504250049591064,2.485500097274780,,3.532099962234497,3.508699893951416,2.283550024032593,2.597599983215332,
0.5441000000238418,3.798350095748901,3.434000015258789,2.538949966430664,2.488199949264526,,3.511699914932251,3.478699922561646,2.257950067520142,2.591000080108643,
0.5481000000238418,3.815749883651733,3.459000110626221,2.489449977874756,2.511499881744385,,3.482000112533569,3.494999885559082,2.245949983596802,2.575599908828735,
0.5521000000238419,3.785949945449829,3.430000066757202,2.482350111007690,2.492100000381470,,3.515000104904175,3.522200107574463,2.255049943923950,2.575599908828735,
0.5561000000238419,3.778049945831299,3.448100090026855,2.477449893951416,2.477900028228760,,3.509799957275391,3.482899904251099,2.271650075912476,2.581899881362915,
0.56,3.796849966049194,3.461800098419189,2.498349905014038,2.487900018692017,,3.494400024414063,3.476500034332275,2.273950099945068,2.557600021362305,
0.564,3.782949924468994,3.449599981307983,2.496350049972534,2.488600015640259,,3.510499954223633,3.458899974822998,2.275150060653687,2.583499908447266,
0.568,3.754250049591064,3.452800035476685,2.503849983215332,2.487499952316284,,3.526400089263916,3.509799957275391,2.272850036621094,2.578900098800659,
0.572,3.769750118255615,3.463999986648560,2.491750001907349,2.474999904632568,,3.516200065612793,3.520699977874756,2.264549970626831,2.597899913787842,
0.576,3.783250093460083,3.431400060653687,2.512350082397461,2.470000028610229,,3.504400014877319,3.520100116729736,2.238349914550781,2.577300071716309,
0.58,3.769949913024902,3.426899909973145,2.514450073242188,2.473900079727173,,3.502899885177612,3.524499893188477,2.259249925613403,2.555200099945068,
0.584,3.792850017547607,3.449199914932251,2.522150039672852,2.454699993133545,,3.489799976348877,3.519299983978271,2.254650115966797,2.555799961090088,
0.588,3.838550090789795,3.476300001144409,2.546750068664551,2.467799901962280,,3.477400064468384,3.498399972915649,2.255049943923950,2.553200006484985,
0.592,3.821549892425537,3.503000020980835,2.536950111389160,2.465100049972534,,3.479700088500977,3.508800029754639,2.239449977874756,2.587399959564209,
0.596,3.797450065612793,3.488500118255615,2.486649990081787,2.493299961090088,,3.500099897384644,3.487099885940552,2.220750093460083,2.569299936294556,
0.6,3.794749975204468,3.469399929046631,2.475850105285645,2.522300004959106,,3.517400026321411,3.512500047683716,2.217649936676025,2.550699949264526,
0.604,3.813149929046631,3.454400062561035,2.453150033950806,2.519900083541870,,3.515100002288818,3.506000041961670,2.218849897384644,2.558900117874146,
0.608,3.799849987030029,3.437799930572510,2.494849920272827,2.512900114059448,,3.485699892044067,3.494299888610840,2.240649938583374,2.569299936294556,
0.612,3.799949884414673,3.431900024414063,2.507849931716919,2.478300094604492,,3.449599981307983,3.485599994659424,2.214950084686279,2.567600011825562,
0.616,3.798549890518188,3.461499929428101,2.461549997329712,2.468400001525879,,3.489599943161011,3.480700016021729,2.193249940872192,2.545099973678589,
0.62,3.794749975204468,3.479799985885620,2.499749898910522,2.476000070571899,,3.444600105285645,3.484499931335449,2.238950014114380,2.555399894714355,
0.624,3.743949890136719,3.479599952697754,2.497250080108643,2.470200061798096,,3.484200000762939,3.465300083160400,2.222349882125854,2.589400053024292,
0.628,3.808749914169312,3.434700012207031,2.454649925231934,2.491699934005737,,3.478499889373779,3.439800024032593,2.226749897003174,2.578999996185303,
0.632,3.806349992752075,3.451900005340576,2.464649915695190,2.503799915313721,,3.485800027847290,3.466799974441528,2.222450017929077,2.578799962997437,
0.636,3.788350105285645,3.439699888229370,2.460949897766113,2.489599943161011,,3.475399971008301,3.470599889755249,2.223449945449829,2.572400093078613,
0.6401000000238418,3.783550024032593,3.436500072479248,2.481050014495850,2.481300115585327,,3.449500083923340,3.485100030899048,2.218349933624268,2.560699939727783,
0.6441000000238418,3.796849966049194,3.447599887847900,2.478950023651123,2.483700037002563,,3.451800107955933,3.464699983596802,2.239749908447266,2.547899961471558,
0.6481000000238418,3.785650014877319,3.443599939346313,2.483550071716309,2.485699892044067,,3.473200082778931,3.476200103759766,2.239550113677979,2.545099973678589,
0.6521000000238418,3.766550064086914,3.442300081253052,2.484050035476685,2.466000080108643,,3.505800008773804,3.481800079345703,2.248749971389771,2.554600000381470,
0.6561000000238418,3.767050027847290,3.438499927520752,2.456350088119507,2.490600109100342,,3.492300033569336,3.465800046920776,2.242249965667725,2.569000005722046,
0.6601000000238418,3.752150058746338,3.419399976730347,2.461250066757202,2.477900028228760,,3.500499963760376,3.504100084304810,2.261250019073486,2.552799940109253,
0.6641000000238418,3.741349935531616,3.389699935913086,2.460449934005737,2.450999975204468,,3.474400043487549,3.499000072479248,2.234450101852417,2.574100017547607,
0.6681000000238418,3.716150045394897,3.427900075912476,2.492549896240234,2.443599939346313,,3.468199968338013,3.482100009918213,2.235949993133545,2.565200090408325,
0.6721000000238418,3.744250059127808,3.415299892425537,2.484250068664551,2.440399885177612,,3.479300022125244,3.490999937057495,2.243649959564209,2.538500070571899,
0.6761000000238419,3.768549919128418,3.410200119018555,2.484149932861328,2.458699941635132,,3.482000112533569,3.477999925613403,2.226350069046021,2.537699937820435,
0.68,3.739749908447266,3.414200067520142,2.474050045013428,2.457400083541870,,3.488899946212769,3.444799900054932,2.227849960327148,2.543499946594238,
0.684,3.763950109481812,3.399699926376343,2.446549892425537,2.459300041198730,,3.488100051879883,3.488199949264526,2.243050098419189,2.562299966812134,
0.688,3.773449897766113,3.375699996948242,2.430949926376343,2.453500032424927,,3.453799962997437,3.469500064849854,2.200949907302856,2.581799983978271,
0.692,3.734050035476685,3.380800008773804,2.445149898529053,2.467700004577637,,3.470999956130981,3.485599994659424,2.216550111770630,2.576900005340576,
0.696,3.722749948501587,3.351300001144409,2.418950080871582,2.450999975204468,,3.460599899291992,3.479099988937378,2.239049911499023,2.539900064468384,
0.7,3.728149890899658,3.351999998092651,2.440649986267090,2.450200080871582,,3.480700016021729,3.494199991226196,2.242650032043457,2.538100004196167,
0.704,3.721250057220459,3.358299970626831,2.425349950790405,2.451200008392334,,3.468300104141235,3.504499912261963,2.214649915695190,2.559200048446655,
0.708,3.738650083541870,3.383399963378906,2.423749923706055,2.445499897003174,,3.483700037002563,3.494199991226196,2.251149892807007,2.544199943542480,
0.712,3.729049921035767,3.403800010681152,2.434750080108643,2.447200059890747,,3.490700006484985,3.506000041961670,2.241750001907349,2.556200027465820,
0.716,3.707950115203857,3.377399921417236,2.459949970245361,2.462500095367432,,3.466399908065796,3.502300024032593,2.253449916839600,2.523299932479858,
0.72,3.728650093078613,3.358299970626831,2.407350063323975,2.430500030517578,,3.448400020599365,3.496900081634521,2.260649919509888,2.570899963378906,
